Year,Date,Location,Site,Habitat,Transect,Quadrat,Taxonomy_Substrate_Functional_Group,Percent_Cover
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Algal Turf,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Halimeda minima,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Lobophora variegata,40
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 4,LTER 1,Outer 10,3,4,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 5,LTER 1,Outer 10,3,5,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Algal Turf,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Coral,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Halimeda minima,40
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Lobophora variegata,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 6,LTER 1,Outer 10,3,6,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Algal Turf,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Lobophora variegata,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 7,LTER 1,Outer 10,3,7,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Algal Turf,40
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Halimeda taenicola,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Lobophora variegata,40
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 8,LTER 1,Outer 10,3,8,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Algal Turf,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Asparagopsis taxiformis,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Halimeda taenicola,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Lobophora variegata,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 3 Quad 9,LTER 1,Outer 10,3,9,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Algal Turf,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Halimeda taenicola,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Lobophora variegata,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 1,LTER 1,Outer 10,4,1,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Algal Turf,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Lobophora variegata,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 10,LTER 1,Outer 10,4,10,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Algal Turf,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Asparagopsis taxiformis,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Lobophora variegata,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 2,LTER 1,Outer 10,4,2,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Algal Turf,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Asparagopsis taxiformis,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Lobophora variegata,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 3,LTER 1,Outer 10,4,3,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Algal Turf,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Asparagopsis taxiformis,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Lobophora variegata,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Millepora platyphylla,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 4,LTER 1,Outer 10,4,4,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Crustose Corallines,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Halimeda minima,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Lobophora variegata,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 5,LTER 1,Outer 10,4,5,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Algal Turf,60
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Lobophora variegata,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 6,LTER 1,Outer 10,4,6,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Lobophora variegata,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 7,LTER 1,Outer 10,4,7,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Algal Turf,60
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Halimeda taenicola,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Lobophora variegata,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 8,LTER 1,Outer 10,4,8,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Algal Turf,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Lobophora variegata,84
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 4 Quad 9,LTER 1,Outer 10,4,9,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Algal Turf,68
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Lobophora variegata,28
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 1,LTER 1,Outer 10,5,1,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Algal Turf,36
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Halimeda minima,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 10,LTER 1,Outer 10,5,10,Sand,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Algal Turf,44
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Coral,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Halimeda taenicola,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Lobophora variegata,32
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 2,LTER 1,Outer 10,5,2,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Algal Turf,48
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Halimeda taenicola,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Lobophora variegata,24
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 3,LTER 1,Outer 10,5,3,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Coral,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Halimeda minima,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Lobophora variegata,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 4,LTER 1,Outer 10,5,4,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Coral,16
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Crustose Corallines,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Lobophora variegata,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 5,LTER 1,Outer 10,5,5,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Algal Turf,52
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Asparagopsis taxiformis,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Coral,12
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Crustose Corallines,8
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Halimeda minima,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Lobophora variegata,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 6,LTER 1,Outer 10,5,6,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Algal Turf,72
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Asparagopsis taxiformis,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Coral,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Crustose Corallines,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Halimeda minima,4
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Halimeda taenicola,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Lobophora variegata,20
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Millepora platyphylla,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 7,LTER 1,Outer 10,5,7,Sand,0
2023,2023-01-21,LTER 1 Outer 10 m Algae Transect 5 Quad 8,LTER 1,Outer 10,5,8,Algal Turf,64
