Date,Location,Sand,CTB,Non_Coralline_Crustose_Algae,Soft_Coral,Macroalgae,Acanthastrea,Acropora,Astrea,Astreopora,Cyphastrea,Fungiidae_unidentified,Gardinoseris,Goniastrea,Herpolitha,Leptastrea,Leptoseris,Lobophyllia,Millepora,Montipora,Pachyseris,Pavona,Plesiastrea,Pocillopora,Porites,Porites_irregularis,Porites_rus,Porites_spp_Massive,Psammocora,Sandolitha,Stylocoeniella,Tubastrea,Unknown_or_Other
2007,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 6,   0.0,  63.5,990.9,   3.7,   1.6,   0.0,  14.8,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  14.3,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 7,   0.5,  50.8,990.9,   0.0,   0.0,   0.0,  25.6,   0.0,   0.0,   0.0,   2.1,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1,   0.0,   0.0,na,  17.4,   0.5,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 4-5 Quadrat 8,   2.2,  66.3,990.9,   0.0,   0.5,   0.0,   9.8,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   2.2,   0.0,   0.0,na,  16.3,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 1,   0.0,  63.1,990.9,   0.5,   1.0,   0.0,  11.8,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  22.1,   0.0,na,na,na,   0.5,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 2,   0.5,  57.5,990.9,   0.0,   0.0,   0.0,  11.4,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  30.1,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 3,  14.4,  64.7,990.9,   0.0,   0.5,   0.0,   2.1,   0.0,   0.0,   1.6,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1,   0.0,   1.1,na,   7.5,   5.3,na,na,na,   0.5,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 4,   0.0,  55.3,990.9,   0.0,   4.1,   0.0,   4.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  35.0,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 5,   0.0,  73.6,990.9,   0.0,   1.5,   0.0,   9.1,   0.0,   0.0,   0.0,   0.5,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   3.0,na,  10.2,   0.5,na,na,na,   0.0,   0.0,   0.5,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 6,  10.2,  41.8,990.9,   0.0,   1.5,   0.0,  18.4,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  11.2,   0.0,   0.0,na,  14.8,   2.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 7,   0.0,  40.5,990.9,   0.0,   5.9,   0.0,  20.5,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  32.4,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 4 Outer 17 m Coral Transect Pole 5-6 Quadrat 8,   3.9,  37.8,990.9,   0.0,   0.0,   0.0,   3.3,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   3.3,   0.0,   3.3,na,  47.2,   1.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 1,   1.6,  30.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  68.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 2,   1.1,  45.1,   0.5,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  51.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 3,   2.1,  59.3,   1.1,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   1.6,   0.0,   0.0,na,   0.0,  34.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 5,   0.0,  54.1,   1.5,   0.0,   3.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   3.1,   0.0,  25.3,   0.0,   4.6,na,   0.0,   8.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 6,   0.5,  77.7,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  10.1,   0.0,   0.0,   0.0,   3.2,na,   0.0,   4.3,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 7,  56.6,   4.1,   0.0,   0.0,   2.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.0,   0.0,   0.0,na,   0.0,  33.7,   1.5,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 1-2 Quadrat 8,   0.0,  22.2,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  77.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 1,   5.3,  43.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  50.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 2,   1.7,  96.1,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 3,  13.0,  87.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 4,   9.7,  88.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 5,  11.5,  70.7,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  15.7,   0.0,   0.0,   0.0,   0.0,   0.0,   1.6
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 6,   2.7,  70.7,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  26.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 2-3 Quadrat 7,   9.9,  78.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  11.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 1,   5.1,  14.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  80.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 2,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  98.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 3,   0.0,   6.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  93.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 4,   0.5,  51.3,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  47.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 5,   0.5,  54.8,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,na,   0.0,  41.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 6,   0.0,   1.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  98.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 3-4 Quadrat 7,   0.0,   2.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  97.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 1,   0.5,  36.6,   2.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  60.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 2,   0.0,   8.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  91.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 3,   1.1,  70.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  23.8,   0.0,   0.0,   0.0,   0.0,   0.0,   4.9
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 4,   0.0,  54.2,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   9.9,   0.0,   0.0,na,   0.0,  31.8,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 5,   9.6,  26.2,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.7,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   2.1,   0.0,   0.0,na,   0.0,  57.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 6,  63.9,  36.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 7,  40.1,  57.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   2.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 4-5 Quadrat 8,  17.4,  82.1,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 2,   1.0,  67.5,   0.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.8,na,   0.0,  23.6,   0.0,   0.0,   0.0,   0.0,   0.0,   1.6
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 3,   0.0,  93.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   3.8,na,   0.0,   2.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 4,   0.5,  90.6,   0.0,   0.0,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.2,na,   0.0,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 5,   0.5,  95.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   3.6,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.5,   0.0,   0.0,   0.0,   0.0,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 6,   2.2,  96.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 7,   3.6,  82.1,   0.0,   0.0,   3.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   3.6,   0.0,   0.0,   0.0,   0.0,na,   0.0,   7.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Fringing Reef Coral Transect Pole 5-6 Quadrat 8,   1.0,  55.2,   0.5,   0.0,   3.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   0.0,  40.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 1,   0.0,  60.0,990.9,   0.0,   1.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   4.6,   0.0,   1.1,na,  24.6,   8.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 2,   0.0,  23.4,990.9,   0.0,   9.6,   0.0,   9.0,   0.0,   0.0,   0.0,   1.2,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,na,  55.7,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 3,   0.0,  61.5,990.9,   0.0,   1.1,   0.0,   1.1,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  36.2,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 4,   0.0,  60.9,990.9,   0.0,   1.8,   0.0,   0.0,  13.0,  13.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   6.5,   0.0,   0.0,na,  12.4,   4.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 5,   0.0,  69.8,990.9,   0.0,   7.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   3.0,  20.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 6,   0.0,  52.3,990.9,   0.0,   1.7,   0.0,   2.9,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,  28.5,   0.0,   0.0,   0.0,   7.0,   0.0,   0.0,na,   7.6,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 7,   0.0,  66.1,990.9,   7.6,   0.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   3.5,   0.0,   0.0,   0.0,   0.0,   0.0,   1.8,na,  12.9,   6.4,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 1-2 Quadrat 8,   0.0,  51.7,990.9,   0.0,   0.6,   0.0,   4.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   0.6,na,  40.2,   1.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 1,   0.0,  43.4,990.9,   0.0,  10.2,   0.0,   1.8,   0.6,   0.6,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   8.4,   0.0,   0.0,na,  35.5,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 2,   0.0,  53.8,990.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  17.5,   0.0,   0.0,na,  25.1,   3.5,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 3,   0.0,  38.2,990.9,   0.0,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  14.1,   0.0,   0.0,na,  41.8,   3.5,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 4,   0.0,  49.4,990.9,   0.0,   0.0,   0.0,  16.1,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  23.2,   0.0,   0.0,na,  10.1,   1.2,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 5,   0.0,  56.9,990.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   1.2,   0.0,   0.0,   0.0,  28.7,   0.0,   0.0,na,   2.4,  10.8,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 6,   0.0,  74.5,990.9,   0.0,   1.9,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   3.1,   0.0,   0.0,   0.0,  19.3,   0.0,   0.0,na,   0.0,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 7,   0.0,  30.4,990.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.6,   0.0,   0.0,na,  68.9,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 2-3 Quadrat 8,   0.0,  69.5,990.9,   0.0,  11.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  19.5,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 1,   0.0,  20.1,990.9,   0.0,   8.2,   0.0,   5.7,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  10.1,   0.0,   0.0,na,  51.6,   3.8,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 2,   0.0,  26.2,990.9,   0.0,  13.1,   0.0,   4.4,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  32.5,   0.0,   0.0,na,  20.6,   3.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 3,   0.0,  63.4,990.9,   1.8,   0.0,   0.0,   3.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   9.1,   0.0,   0.0,na,  14.6,   7.9,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 4,   0.0,  66.2,990.9,   0.0,  10.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   2.5,   0.0,   0.0,na,  15.6,   3.1,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 5,   0.0,  65.2,990.9,   0.0,   8.7,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,na,   9.3,  14.3,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 6,   0.0,  43.3,990.9,   0.0,  17.7,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  14.0,  22.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 7,   0.0,  73.9,990.9,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   6.8,   0.0,   0.0,na,   6.2,  11.8,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 3-4 Quadrat 8,   0.0,  53.8,990.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,  44.3,   0.6,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 4-5 Quadrat 1,   0.0,  67.9,990.9,   0.0,   4.9,   0.0,  16.7,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,na,   9.9,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 4-5 Quadrat 2,   0.0,  60.6,990.9,   0.0,  18.8,   0.0,   7.3,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   1.8,   0.0,   1.2,na,  10.3,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 4-5 Quadrat 3,   0.0,  66.9,990.9,   0.0,   0.6,   0.0,   2.4,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,  14.8,   0.0,   1.2,na,  14.2,   0.0,na,na,na,   0.0,   0.0,   0.0,   0.0,na
2007,LTER 5 Outer 10 m Coral Transect Pole 4-5 Quadrat 4,   0.0,  76.4,990.9,   0.0,   7.0,   0.0,   0.6,   0.0,   0.0,   0.0,   0.0,na,na,   0.0,   0.0,   0.0,   0.0,   0.0,   7.6,   0.0,   0.0,na,   5.7,   2.5,na,na,na,   0.0,   0.0,   0.0,   0.0,na
